Order_Date,Category,Region,Segment,Quantity,Discount,Sales,Profit
2024-01-14 21:12:47.567567567,Electronics,East,Consumer,8,0.16,3369.0603459868803,265.92190503136175
2024-01-15 05:58:55.135135135,Office Supplies,West,Home Office,1,0.27,83.20213395558307,5.317217214084546
2024-01-15 14:45:02.702702702,Electronics,North,Consumer,5,0.05,2372.7384102407304,308.06076920904206
2024-01-15 23:31:10.270270270,Office Supplies,West,Corporate,3,0.19,190.9104316393471,33.07451359286702
2024-01-16 08:17:17.837837837,Office Supplies,North,Home Office,1,0.24,89.93157320399034,5.864165968872649
2024-01-16 17:03:25.405405405,Electronics,West,Home Office,4,0.28,1410.701261719534,238.1033765294848
2024-01-17 01:49:32.972972973,Electronics,East,Home Office,8,0.1,3631.030688696127,623.5779625178711
2024-01-17 10:35:40.540540540,Office Supplies,North,Home Office,3,0.22,288.8824569579874,35.342197558476315
2024-01-17 19:21:48.108108108,Furniture,South,Corporate,2,0.16,431.77770954331936,25.300682635597806
2024-01-18 04:07:55.675675675,Electronics,South,Home Office,9,0.02,4464.952313097084,340.1779196802643
2024-01-18 12:54:03.243243243,Furniture,West,Corporate,5,0.21,1168.5576883253182,182.42814633083864
2024-01-18 21:40:10.810810810,Furniture,South,Corporate,7,0.21,1653.7620311126211,259.2548025570411
2024-01-19 06:26:18.378378378,Furniture,North,Corporate,2,0.28,395.5045018995044,73.0707584400722
2024-01-19 15:12:25.945945946,Electronics,South,Corporate,9,0.15,3832.5387091626512,526.6020172526216
2024-01-19 23:58:33.513513513,Furniture,East,Consumer,9,0.07,2513.672595327096,172.4784231314006
2024-01-20 08:44:41.081081081,Electronics,East,Consumer,4,0.01,2023.076913011714,137.9985994839769
2024-01-20 17:30:48.648648648,Furniture,West,Home Office,4,0.12,1026.3442689347896,162.33672276423113
2024-01-21 02:16:56.216216216,Office Supplies,North,Consumer,6,0.09,612.4320960775163,47.50494895571626
2024-01-21 11:03:03.783783783,Office Supplies,East,Consumer,6,0.23,488.5885634523556,48.49623810005697
2024-01-21 19:49:11.351351351,Electronics,East,Home Office,1,0.11,448.63875907101635,55.219266482042855
2024-01-22 04:35:18.918918918,Office Supplies,North,Home Office,9,0.28,640.7686254441803,34.41871475677359
2024-01-22 13:21:26.486486486,Office Supplies,South,Home Office,2,0.29,129.737222114646,11.32902451195755
2024-01-22 22:07:34.054054054,Furniture,South,Consumer,5,0.19,1205.3462490237398,134.01454389568877
2024-01-23 06:53:41.621621621,Electronics,West,Consumer,9,0.28,3246.736078277419,298.52260252115616
2024-01-23 15:39:49.189189189,Furniture,South,Home Office,4,0.23,915.6400015722508,64.51191910713409
2024-01-24 00:25:56.756756756,Furniture,North,Corporate,3,0.16,730.3788217397005,116.27765134617188
2024-01-24 09:12:04.324324324,Furniture,East,Home Office,7,0.05,2001.978371793468,344.28452139780524
2024-01-24 17:58:11.891891891,Furniture,South,Corporate,6,0.14,1514.5484752509844,134.2220823716987
2024-01-25 02:44:19.459459459,Furniture,West,Corporate,8,0.17,2004.8986760400699,333.1398267173732
2024-01-25 11:30:27.027027027,Furniture,South,Home Office,3,0.26,657.0773185807703,70.85464126894956
2024-01-25 20:16:34.594594594,Furniture,North,Home Office,5,0.14,1317.8692363692737,166.05530425925267
2024-01-26 05:02:42.162162162,Electronics,West,Home Office,4,0.27,1499.562968427819,267.522275348018
2024-01-26 13:48:49.729729729,Office Supplies,South,Consumer,4,0.2,359.54722241378954,58.42392560534709
2024-01-26 22:34:57.297297297,Furniture,West,Corporate,4,0.04,1164.724202242105,198.89707246624187
2024-01-27 07:21:04.864864865,Furniture,North,Consumer,8,0.3,1697.3932488306739,119.71167172635235
2024-01-27 16:07:12.432432432,Furniture,East,Consumer,6,0.16,1499.0899589552625,90.63185162948363
2024-01-28 00:53:20.000000000,Furniture,North,Home Office,3,0.12,819.1055875393339,150.72420020647198
2024-01-28 09:39:27.567567567,Furniture,North,Consumer,5,0.2,1231.6200544264689,133.2306723509636
2024-01-28 18:25:35.135135135,Furniture,North,Home Office,6,0.03,1683.306833859019,156.85381610652516
2024-01-29 03:11:42.702702702,Office Supplies,North,Corporate,5,0.19,420.1338878242905,66.67711261042267
2024-01-29 11:57:50.270270270,Office Supplies,East,Home Office,6,0.15,564.7251923083547,99.08800340965777
2024-01-29 20:43:57.837837837,Furniture,East,Consumer,8,0.12,2097.7483882158085,376.28035153929386
2024-01-30 05:30:05.405405405,Office Supplies,West,Consumer,7,0.29,474.0181209546448,46.169161707215245
2024-01-30 14:16:12.972972973,Electronics,South,Home Office,5,0.16,2083.205461556547,370.46029924145125
2024-01-30 23:02:20.540540540,Furniture,East,Home Office,6,0.07,1613.804960286835,90.59915838565534
2024-01-31 07:48:28.108108108,Electronics,East,Consumer,4,0.14,1725.0393581779565,99.10217201197285
2024-01-31 16:34:35.675675675,Electronics,South,Corporate,9,0.28,3241.19861760389,465.20236389738847
2024-02-01 01:20:43.243243243,Furniture,East,Corporate,4,0.05,1147.881073315092,68.25984467276035
2024-02-01 10:06:50.810810810,Office Supplies,North,Home Office,1,0.06,110.63906484871208,10.919121469227946
2024-02-01 18:52:58.378378378,Electronics,North,Corporate,7,0.0,3468.080263912741,523.3797769454534
2024-02-02 03:39:05.945945946,Furniture,South,Consumer,7,0.0,2110.9279679608817,212.33831693027741
2024-02-02 12:25:13.513513513,Electronics,West,Home Office,4,0.25,1517.7279463966292,116.77393843858552
2024-02-02 21:11:21.081081081,Electronics,West,Consumer,3,0.22,1150.4643307673186,106.07579477067327
2024-02-03 05:57:28.648648648,Electronics,South,Consumer,8,0.11,3576.804719930079,424.33887721404176
2024-02-03 14:43:36.216216216,Electronics,South,Corporate,5,0.21,1978.2282650554696,239.97467363354147
2024-02-03 23:29:43.783783783,Office Supplies,North,Home Office,7,0.12,590.7524092222648,98.92151142460578
2024-02-04 08:15:51.351351351,Electronics,West,Home Office,4,0.29,1431.311547859347,232.62102438536328
2024-02-04 17:01:58.918918919,Electronics,East,Corporate,4,0.29,1408.3715702658712,166.92395982251338
2024-02-05 01:48:06.486486486,Electronics,North,Consumer,8,0.12,3547.8826109605757,627.4434029267276
2024-02-05 10:34:14.054054054,Office Supplies,South,Consumer,8,0.26,582.4333447972385,39.101995049339784
2024-02-05 19:20:21.621621621,Electronics,West,Consumer,2,0.23,718.4093767293976,63.4377050140262
2024-02-06 04:06:29.189189189,Electronics,East,Consumer,2,0.09,920.6794794211061,160.37911487958252
2024-02-06 12:52:36.756756756,Office Supplies,East,Home Office,3,0.07,288.1761299132574,30.74813537289794
2024-02-06 21:38:44.324324324,Office Supplies,North,Home Office,3,0.14,214.75451548809355,42.34470131409828
2024-02-07 06:24:51.891891892,Office Supplies,West,Corporate,1,0.23,107.02144461741223,12.835937192878305
2024-02-07 15:10:59.459459459,Electronics,West,Corporate,3,0.29,1092.928833445419,184.47583315771965
2024-02-07 23:57:07.027027027,Office Supplies,South,Home Office,6,0.23,427.2007923010037,47.13992263907348
2024-02-08 08:43:14.594594594,Office Supplies,West,Home Office,8,0.26,565.6149479576036,64.33475678321474
2024-02-08 17:29:22.162162162,Electronics,West,Consumer,6,0.18,2454.319695478819,263.67363219091436
2024-02-09 02:15:29.729729729,Office Supplies,North,Consumer,5,0.25,344.6459147584945,54.406266989646845
2024-02-09 11:01:37.297297297,Electronics,West,Corporate,4,0.24,1545.615887396467,204.21864540534702
2024-02-09 19:47:44.864864864,Furniture,East,Home Office,3,0.11,806.9588779730884,154.58646276946138
2024-02-10 04:33:52.432432432,Office Supplies,North,Corporate,4,0.17,288.2577141644706,25.261046080741764
2024-02-10 13:20:00.000000000,Furniture,North,Home Office,7,0.24,1563.1011634860283,101.73351670274627
2024-02-10 22:06:07.567567567,Electronics,South,Consumer,1,0.01,542.508767086656,59.127608867909196
2024-02-11 06:52:15.135135135,Office Supplies,West,Corporate,7,0.24,593.4224951166166,84.56680381711199
2024-02-11 15:38:22.702702702,Electronics,South,Corporate,1,0.05,496.5491590421003,88.94180618656348
2024-02-12 00:24:30.270270270,Furniture,East,Home Office,2,0.15,501.54898979398746,51.12265430735066
2024-02-12 09:10:37.837837837,Electronics,North,Consumer,4,0.24,1502.401483503737,222.4576018928588
2024-02-12 17:56:45.405405405,Office Supplies,North,Corporate,1,0.08,113.9879767324402,11.687164702252902
2024-02-13 02:42:52.972972973,Office Supplies,North,Consumer,9,0.07,840.0368213703795,119.77491755645134
2024-02-13 11:29:00.540540540,Furniture,East,Corporate,6,0.12,1519.5971421034249,277.6626012478976
2024-02-13 20:15:08.108108108,Electronics,East,Consumer,1,0.27,406.27471930139325,34.4129501401457
2024-02-14 05:01:15.675675675,Office Supplies,South,Home Office,1,0.0,153.83213069451477,17.019409502842038
2024-02-14 13:47:23.243243243,Furniture,South,Corporate,6,0.27,1343.490101317728,267.3407989739024
2024-02-14 22:33:30.810810810,Office Supplies,South,Corporate,4,0.05,336.33555221487165,60.63576876970213
2024-02-15 07:19:38.378378378,Office Supplies,West,Consumer,4,0.3,254.5269420110664,34.28375555573583
2024-02-15 16:05:45.945945946,Electronics,North,Consumer,6,0.29,2055.6912055456914,262.088579844847
2024-02-16 00:51:53.513513513,Office Supplies,North,Corporate,7,0.15,658.8419396558222,61.0680971684518
2024-02-16 09:38:01.081081081,Electronics,South,Home Office,9,0.15,3810.730457469639,486.17838072380795
2024-02-16 18:24:08.648648648,Office Supplies,North,Consumer,5,0.14,523.3315728659913,92.74860227890126
2024-02-17 03:10:16.216216216,Furniture,South,Consumer,9,0.19,2265.209201236311,346.0700018512315
2024-02-17 11:56:23.783783783,Office Supplies,West,Consumer,4,0.03,351.86294334524223,32.90150898542462
2024-02-17 20:42:31.351351351,Electronics,West,Corporate,2,0.01,961.6692904238795,77.1447144220285
2024-02-18 05:28:38.918918919,Electronics,East,Corporate,3,0.02,1488.6476136938848,133.65268904443064
2024-02-18 14:14:46.486486486,Furniture,West,Corporate,1,0.13,190.8183158453492,14.399890528622054
2024-02-18 23:00:54.054054054,Office Supplies,South,Corporate,6,0.08,534.4696353048575,34.39103895385761
2024-02-19 07:47:01.621621621,Office Supplies,West,Home Office,6,0.19,464.4736399517309,52.42533768436829
2024-02-19 16:33:09.189189189,Furniture,East,Home Office,1,0.3,284.0466376778683,19.0296876358275
2024-02-20 01:19:16.756756756,Office Supplies,North,Corporate,3,0.12,270.4407154201782,20.495859036223532
2024-02-20 10:05:24.324324324,Office Supplies,South,Home Office,5,0.17,403.6093208985122,53.3162676685135
2024-02-20 18:51:31.891891891,Electronics,North,Consumer,3,0.12,1294.740610692588,96.70403515703099
2024-02-21 03:37:39.459459459,Office Supplies,East,Consumer,3,0.25,260.7619838929918,15.536711427535362
2024-02-21 12:23:47.027027027,Office Supplies,East,Consumer,3,0.27,199.13156704278367,19.43689921233316
2024-02-21 21:09:54.594594594,Furniture,East,Corporate,5,0.26,1107.9886810255,92.01609417430714
2024-02-22 05:56:02.162162162,Furniture,North,Consumer,5,0.29,1039.4350591011214,132.31569473576351
2024-02-22 14:42:09.729729730,Electronics,North,Home Office,4,0.01,1919.2985147193842,125.43587474547529
2024-02-22 23:28:17.297297297,Office Supplies,North,Corporate,1,0.25,35.15859489189345,5.7226104309504935
2024-02-23 08:14:24.864864865,Office Supplies,North,Home Office,5,0.23,364.9211317054123,67.85162081051806
2024-02-23 17:00:32.432432432,Office Supplies,East,Consumer,5,0.07,454.46980678945476,73.4038163197262
2024-02-24 01:46:40.000000000,Electronics,East,Consumer,4,0.29,1411.2230429630597,183.35182111234113
2024-02-24 10:32:47.567567567,Electronics,South,Consumer,6,0.04,2876.4432119792496,515.1714776620032
2024-02-24 19:18:55.135135135,Furniture,South,Corporate,4,0.2,940.4524947939597,145.05328333125226
2024-02-25 04:05:02.702702703,Electronics,North,Home Office,7,0.07,3308.9650539267363,170.68524701644384
2024-02-25 12:51:10.270270270,Office Supplies,West,Corporate,7,0.13,646.9193647942793,70.58765093539827
2024-02-25 21:37:17.837837838,Office Supplies,West,Corporate,2,0.22,150.59562931236647,26.75222698647642
2024-02-26 06:23:25.405405405,Electronics,East,Consumer,3,0.17,1255.17033118964,127.87528315593542
2024-02-26 15:09:32.972972973,Office Supplies,East,Corporate,1,0.13,72.1164703418818,3.986762619664735
2024-02-26 23:55:40.540540540,Office Supplies,East,Corporate,8,0.1,606.260588317929,98.16992541483049
2024-02-27 08:41:48.108108108,Electronics,South,Consumer,9,0.25,3375.819720517041,574.9214774403947
2024-02-27 17:27:55.675675675,Electronics,South,Corporate,4,0.04,1932.2245744500487,143.1566913321651
2024-02-28 02:14:03.243243243,Office Supplies,East,Consumer,6,0.13,457.4935296783909,59.749146564908635
2024-02-28 11:00:10.810810811,Office Supplies,East,Consumer,9,0.27,676.9764427677841,53.34121867757742
2024-02-28 19:46:18.378378378,Office Supplies,East,Consumer,6,0.25,438.77693288220763,69.27636750583646
2024-02-29 04:32:25.945945946,Furniture,West,Consumer,9,0.12,2389.5173488253863,216.80704600047417
2024-02-29 13:18:33.513513513,Furniture,South,Corporate,4,0.23,913.9840541051966,89.05153965873045
2024-02-29 22:04:41.081081081,Furniture,West,Consumer,8,0.25,1850.038178969074,326.9861598509953
2024-03-01 06:50:48.648648648,Electronics,West,Consumer,9,0.27,3294.0491528233633,400.05684375486595
2024-03-01 15:36:56.216216216,Furniture,East,Corporate,4,0.16,1048.0966583468803,157.69994325256317
2024-03-02 00:23:03.783783784,Electronics,East,Corporate,5,0.06,2393.3890456869976,264.12474006617185
2024-03-02 09:09:11.351351351,Electronics,North,Home Office,8,0.08,3635.2177709564635,344.2588620184669
2024-03-02 17:55:18.918918919,Furniture,North,Corporate,6,0.09,1608.4393251991542,231.32849267540547
2024-03-03 02:41:26.486486486,Furniture,West,Corporate,7,0.18,1740.0644273090504,127.42254475854249
2024-03-03 11:27:34.054054054,Furniture,South,Home Office,3,0.01,876.3785086496731,92.85228137558278
2024-03-03 20:13:41.621621621,Office Supplies,East,Corporate,7,0.19,557.4557292297482,45.35212057828672
2024-03-04 04:59:49.189189189,Furniture,East,Corporate,8,0.11,2187.4625928868245,337.67694901961204
2024-03-04 13:45:56.756756757,Office Supplies,West,Corporate,6,0.09,533.5853448723171,102.25166703967554
2024-03-04 22:32:04.324324324,Electronics,North,Corporate,9,0.26,3291.2428260700567,656.0323910669446
2024-03-05 07:18:11.891891892,Office Supplies,South,Home Office,6,0.14,482.6479999345762,56.73118029321193
2024-03-05 16:04:19.459459459,Furniture,North,Corporate,9,0.03,2706.294260047708,237.82794459649358
2024-03-06 00:50:27.027027027,Electronics,North,Corporate,4,0.25,1492.8712207845906,173.80664445396718
2024-03-06 09:36:34.594594594,Electronics,North,Home Office,8,0.01,3905.4300897912835,691.6142216637834
2024-03-06 18:22:42.162162162,Electronics,North,Consumer,4,0.22,1489.2216561873363,120.47930047895655
2024-03-07 03:08:49.729729730,Office Supplies,East,Home Office,2,0.23,129.01453429303547,24.87585327971569
2024-03-07 11:54:57.297297297,Furniture,East,Consumer,9,0.11,2395.139115222905,242.5793670117755
2024-03-07 20:41:04.864864865,Electronics,North,Home Office,5,0.25,1912.9669482571069,378.51982011275607
2024-03-08 05:27:12.432432432,Electronics,South,Home Office,4,0.15,1734.0938066584706,304.83866204513265
2024-03-08 14:13:20.000000000,Electronics,West,Corporate,2,0.14,859.7461431570866,147.26211688840698
2024-03-08 22:59:27.567567567,Office Supplies,South,Consumer,1,0.01,80.83325655361644,7.896253335887258
2024-03-09 07:45:35.135135135,Office Supplies,South,Corporate,7,0.09,650.5840741368676,33.385750853140394
2024-03-09 16:31:42.702702702,Furniture,South,Consumer,6,0.28,1226.0501569545445,131.5796247742671
2024-03-10 01:17:50.270270270,Office Supplies,North,Home Office,2,0.12,255.2432357571687,24.317381802039048
2024-03-10 10:03:57.837837838,Electronics,East,Home Office,8,0.16,3386.1642238342642,188.3030638419146
2024-03-10 18:50:05.405405405,Furniture,South,Consumer,4,0.16,1042.679608789131,131.1740876318398
2024-03-11 03:36:12.972972973,Electronics,North,Corporate,8,0.18,3237.033864724936,357.5455937112542
2024-03-11 12:22:20.540540540,Electronics,South,Corporate,7,0.02,3481.305945651864,505.4280778826556
2024-03-11 21:08:28.108108108,Office Supplies,South,Corporate,5,0.11,426.5993135589482,61.079614473977955
2024-03-12 05:54:35.675675675,Furniture,North,Corporate,8,0.22,1833.8976750872575,124.91042998119228
2024-03-12 14:40:43.243243243,Office Supplies,East,Home Office,9,0.06,844.4331051757512,165.9689627236017
2024-03-12 23:26:50.810810811,Office Supplies,East,Home Office,5,0.06,467.497796560465,36.48339453378942
2024-03-13 08:12:58.378378378,Furniture,West,Home Office,5,0.0,1456.8585170995202,170.1481141682224
2024-03-13 16:59:05.945945946,Electronics,North,Home Office,2,0.13,834.2025058583454,102.7884569757935
2024-03-14 01:45:13.513513513,Electronics,West,Home Office,5,0.26,1811.070728986878,311.4306713787469
2024-03-14 10:31:21.081081081,Furniture,West,Corporate,3,0.02,843.451397285727,54.72687108600558
2024-03-14 19:17:28.648648648,Electronics,West,Corporate,7,0.06,3274.476083716016,374.261620289305
2024-03-15 04:03:36.216216216,Furniture,East,Corporate,5,0.09,1309.4405945531016,188.91996804845652
2024-03-15 12:49:43.783783784,Furniture,North,Corporate,8,0.22,1844.3450201034425,151.74043089861024
2024-03-15 21:35:51.351351351,Office Supplies,West,Home Office,1,0.19,122.80538193537076,17.698734340791358
2024-03-16 06:21:58.918918919,Furniture,North,Home Office,3,0.12,824.9323780841673,155.54077355309255
2024-03-16 15:08:06.486486486,Office Supplies,North,Home Office,3,0.23,189.00483036428983,37.730603293353724
2024-03-16 23:54:14.054054054,Electronics,East,Consumer,9,0.18,3728.32819669177,204.5646495263414
2024-03-17 08:40:21.621621621,Electronics,West,Corporate,5,0.27,1746.342429234558,149.02977928350927
2024-03-17 17:26:29.189189189,Electronics,West,Corporate,9,0.25,3472.165772880486,335.2239506240034
2024-03-18 02:12:36.756756757,Electronics,North,Home Office,9,0.08,4192.012527685423,460.5718683630005
2024-03-18 10:58:44.324324324,Office Supplies,South,Corporate,1,0.08,69.61072351439573,6.010090578122283
2024-03-18 19:44:51.891891892,Electronics,East,Corporate,2,0.04,975.2970624694044,78.53403962410819
2024-03-19 04:30:59.459459459,Furniture,East,Home Office,5,0.1,1293.9632268756347,249.9717968679444
2024-03-19 13:17:07.027027027,Furniture,East,Consumer,4,0.3,842.4177115970325,158.1877155786084
2024-03-19 22:03:14.594594594,Furniture,East,Consumer,9,0.12,2368.6534786999014,135.12901658107148
2024-03-20 06:49:22.162162162,Office Supplies,West,Consumer,7,0.07,617.6094644243042,62.268592543217785
2024-03-20 15:35:29.729729729,Electronics,West,Home Office,6,0.23,2291.2577005469657,253.80784654951555
2024-03-21 00:21:37.297297297,Electronics,South,Corporate,7,0.16,2917.320500967623,250.45832534991018
2024-03-21 09:07:44.864864865,Electronics,East,Home Office,1,0.04,434.7305312272946,62.74506384868233
2024-03-21 17:53:52.432432432,Office Supplies,East,Home Office,1,0.11,54.674110164133474,7.985542631559268
2024-03-22 02:40:00.000000000,Furniture,North,Corporate,8,0.12,2054.3262229600114,364.79828199707146
2024-03-22 11:26:07.567567567,Furniture,West,Consumer,2,0.23,496.2932306224247,79.96792193248704
2024-03-22 20:12:15.135135135,Electronics,East,Consumer,9,0.01,4417.715490141749,580.4259631683743
2024-03-23 04:58:22.702702702,Furniture,South,Home Office,7,0.08,1883.119165137194,278.77322416947425
2024-03-23 13:44:30.270270270,Furniture,South,Consumer,6,0.16,1545.6601871926398,140.8070420649017
2024-03-23 22:30:37.837837838,Office Supplies,West,Home Office,1,0.08,106.78481417357321,14.838649964701403
2024-03-24 07:16:45.405405405,Office Supplies,South,Home Office,1,0.19,113.18004223795836,13.964616315381361
2024-03-24 16:02:52.972972973,Office Supplies,South,Corporate,2,0.14,208.64332896786618,14.60538148244346
2024-03-25 00:49:00.540540540,Office Supplies,West,Corporate,6,0.11,611.498195877537,52.8222179265132
2024-03-25 09:35:08.108108108,Electronics,East,Corporate,6,0.28,2153.7584093322725,201.92350383242837
2024-03-25 18:21:15.675675675,Office Supplies,East,Home Office,2,0.19,103.6956928401797,19.561822785157215
2024-03-26 03:07:23.243243243,Furniture,South,Corporate,1,0.04,298.84151203048503,25.26943935137945
2024-03-26 11:53:30.810810811,Electronics,South,Consumer,5,0.17,2048.239815084807,191.27812245810512
2024-03-26 20:39:38.378378378,Furniture,East,Consumer,5,0.23,1116.6997886673785,117.7036412855128
2024-03-27 05:25:45.945945946,Furniture,West,Home Office,2,0.21,477.9970068886896,71.48990670549001
2024-03-27 14:11:53.513513513,Furniture,South,Home Office,6,0.05,1744.6301093203836,118.17384440369973
2024-03-27 22:58:01.081081081,Office Supplies,North,Corporate,9,0.29,605.5602063361487,116.9286992734743
2024-03-28 07:44:08.648648648,Office Supplies,West,Home Office,2,0.13,224.97552349326875,40.45862692889249
2024-03-28 16:30:16.216216216,Electronics,South,Home Office,2,0.05,910.4154416398874,124.34673598650711
2024-03-29 01:16:23.783783784,Electronics,South,Consumer,3,0.05,1415.2438711469815,213.85138767647186
2024-03-29 10:02:31.351351351,Office Supplies,North,Consumer,7,0.03,694.4523152712347,36.45810118792008
2024-03-29 18:48:38.918918919,Furniture,North,Corporate,6,0.24,1352.4840316526377,136.38681102326203
2024-03-30 03:34:46.486486486,Electronics,East,Home Office,8,0.04,3768.9599064424583,638.2697215991828
2024-03-30 12:20:54.054054054,Office Supplies,West,Home Office,8,0.04,805.0962996715522,49.612003306747276
2024-03-30 21:07:01.621621621,Office Supplies,West,Consumer,6,0.26,419.0614263857589,38.69909702720451
2024-03-31 05:53:09.189189189,Office Supplies,East,Home Office,3,0.1,299.79593797574773,41.31023864549465
2024-03-31 14:39:16.756756756,Furniture,West,Consumer,3,0.01,840.4342345988936,74.34645473124645
2024-03-31 23:25:24.324324324,Office Supplies,West,Corporate,1,0.02,54.26253671614353,10.315128952920126
2024-04-01 08:11:31.891891892,Office Supplies,West,Consumer,7,0.04,706.4973363822143,49.21375285508039
2024-04-01 16:57:39.459459459,Office Supplies,West,Home Office,5,0.06,483.6203237096809,82.02643380982902
2024-04-02 01:43:47.027027027,Office Supplies,West,Corporate,4,0.2,302.4565715726129,38.1676915619515
2024-04-02 10:29:54.594594594,Electronics,North,Consumer,4,0.05,1914.2012639268335,311.1526811120059
2024-04-02 19:16:02.162162162,Electronics,West,Consumer,4,0.04,1881.8384345782256,181.79932878327236
2024-04-03 04:02:09.729729729,Office Supplies,North,Corporate,6,0.23,466.4103646995564,59.315010692250986
2024-04-03 12:48:17.297297297,Furniture,West,Corporate,8,0.2,1925.1421569356025,343.6865858424922
2024-04-03 21:34:24.864864865,Electronics,East,Consumer,8,0.13,3465.048735792359,415.91574185996586
2024-04-04 06:20:32.432432432,Office Supplies,South,Home Office,5,0.16,386.5885717763697,40.188966737141094
2024-04-04 15:06:40.000000000,Electronics,North,Consumer,6,0.09,2732.809943128592,356.42211274844374
2024-04-04 23:52:47.567567567,Electronics,West,Corporate,4,0.14,1717.800754267964,270.7329794508404
2024-04-05 08:38:55.135135135,Furniture,East,Consumer,9,0.15,2276.3671168432156,265.27530793162447
2024-04-05 17:25:02.702702702,Office Supplies,South,Corporate,8,0.12,662.64742119277,126.45403201893286
2024-04-06 02:11:10.270270270,Office Supplies,North,Corporate,1,0.27,73.4990819734187,6.926691193521779
2024-04-06 10:57:17.837837838,Furniture,South,Home Office,2,0.0,581.4671054065358,70.54332229112353
2024-04-06 19:43:25.405405405,Furniture,East,Corporate,9,0.23,2037.6136951825226,333.229609499612
2024-04-07 04:29:32.972972973,Office Supplies,North,Corporate,8,0.04,769.7411924303244,118.0537931105798
2024-04-07 13:15:40.540540540,Office Supplies,South,Home Office,3,0.24,292.33221888221544,52.487126719742626
